COMID,Flow_cfs,StreamOrder,SizeClass,slope,GradientClass
15276750,48.6,3,SR,1.00E-05,Very low
15276752,7.628,2,SC,0.00013096,Very low
15276754,3.65,2,SC,0.00061063,Very low
15276756,7.415,1,SC,1.00E-05,Very low
15276758,902.95,5,MS,1.00E-05,Very low
15276760,910.382,5,MS,1.00E-05,Very low
15276762,1078.154,5,MS,0.00385416,Low
15276764,1078.089,5,MS,0.164,Steep
15276766,3.785,1,SC,1.00E-05,Very low
15276768,919.303,5,MS,1.00E-05,Very low
15276770,923.337,5,MS,1.00E-05,Very low
15276772,7.042,2,SC,1.00E-05,Very low
15276774,6.057,1,SC,1.00E-05,Very low
15276776,959.955,5,MS,1.00E-05,Very low
15276778,5.315,1,SC,0.00033842,Very low
15276780,966.665,5,MS,1.00E-05,Very low
15276782,976.892,5,MS,1.00E-05,Very low
15276784,6.534,2,SC,1.00E-05,Very low
15276786,1.178,1,HW,0.00141379,Low
15276788,5.059,2,SC,0.0042517,Low
15276790,2.268,1,SC,0.00568281,Moderate
15276792,1078.074,5,MS,0.00080924,Very low
15276794,13.25,3,LC,1.00E-05,Very low
15276796,13.247,3,LC,1.00E-05,Very low
15276798,0,5,,1.00E-05,Very low
15276800,1062.249,5,MS,1.00E-05,Very low
15276802,36.468,3,LC,1.00E-05,Very low
15276804,986.153,5,MS,1.00E-05,Very low
15276806,1035.232,5,MS,1.00E-05,Very low
15276808,1047.155,5,MS,1.00E-05,Very low
15276810,1.458,1,HW,0.0020559,Low
15276812,0.945,1,HW,1.00E-05,Very low
15276814,33.912,3,LC,1.00E-05,Very low
15276816,3.954,1,SC,1.00E-05,Very low
15276818,2.4,1,SC,1.00E-05,Very low
15276820,32.306,3,LC,0.00058516,Very low
15276822,1.628,1,HW,0.00019061,Very low
15276824,4.658,1,SC,0.00030844,Very low
15276826,1.982,1,HW,1.00E-05,Very low
15276828,15.085,3,LC,1.00E-05,Very low
15276830,9.285,2,SC,1.00E-05,Very low
15276832,3.523,2,SC,0.00138888,Low
15276834,1.579,1,HW,0.00187037,Low
15276836,1.492,1,HW,0.212,Steep
15276838,7.651,2,SC,1.00E-05,Very low
15276840,48.674,4,SR,1.00E-05,Very low
15276842,17.018,3,LC,1.00E-05,Very low
15276844,24.783,3,LC,0.00037837,Very low
15276846,0.417,1,HW,1.00E-05,Very low
15276848,0.482,1,HW,1.00E-05,Very low
15276850,1.183,1,HW,0.00091533,Very low
15276852,0.234,1,HW,0.00168141,Low
15276854,0.098,1,HW,1.00E-05,Very low
15276856,0.277,1,HW,1.00E-05,Very low
15276858,0,1,,-9998,Very low
15276860,0.325,1,HW,0.16285714,Steep
15276862,0.174,1,HW,1.00E-05,Very low
15276864,0.53,1,HW,1.00E-05,Very low
15276866,0.579,1,HW,1.00E-05,Very low
15276868,0.797,1,HW,0.00762959,Moderate
15276870,53.891,3,SR,1.00E-05,Very low
15276872,7.055,2,SC,0.0068044,Moderate
15276874,0.749,1,HW,0.02188888,Moderate High
15276876,0.454,1,HW,0.01057142,Moderate
15276878,0,2,,1.00E-05,Very low
15276880,2.374,1,SC,0.00384105,Low
15276882,0,1,,1.00E-05,Very low
15276884,5.005,2,SC,0.00534161,Moderate
15276886,0.883,1,HW,0.01031496,Moderate
15276888,1088.959,5,MS,1.00E-05,Very low
15276890,1.266,1,HW,1.00E-05,Very low
15276892,1087.552,5,MS,1.00E-05,Very low
15276894,1082.51,5,MS,1.00E-05,Very low
15276896,4.417,2,SC,1.00E-05,Very low
15276898,0.752,1,HW,1.00E-05,Very low
15276900,1081.389,5,MS,1.00E-05,Very low
15276902,1.08,1,HW,1.00E-05,Very low
15276904,0.582,1,HW,1.00E-05,Very low
15276906,1086.938,5,MS,1.00E-05,Very low
15276908,0,5,,1.00E-05,Very low
15276910,6.113,1,SC,1.00E-05,Very low
15277360,1.108,1,HW,0.00515873,Moderate
15277362,0.868,1,HW,0.01459599,Moderate
15277364,2.632,2,SC,0.00425981,Low
15277366,1.258,1,HW,0.0132206,Moderate
15277368,4.457,2,SC,0.00288194,Low
15277370,0.444,1,HW,0.01394871,Moderate
15277372,4.977,2,SC,0.00531055,Moderate
15277374,0.794,1,HW,0.01709194,Moderate
15277376,1.556,1,HW,0.00938984,Moderate
15277378,2.19,1,SC,0.00909722,Moderate
15277380,0.568,1,HW,0.01492248,Moderate
15277382,0.764,1,HW,0.00701474,Moderate
15277384,1.1,1,HW,0.01009655,Moderate
15277386,2.092,2,SC,0.00171889,Low
15277388,4.48,2,SC,0.00345574,Low
15277390,0.767,1,HW,0.01204142,Moderate
15277392,0.642,1,HW,0.00215099,Low
15277394,6.592,3,SC,0.00252688,Low
15277396,1129.293,5,MS,1.00E-05,Very low
15277400,1131.163,5,MS,1.00E-05,Very low
15277402,1.63,1,HW,0.00077393,Very low
15277404,1.492,1,HW,0.00458374,Low
15277406,0.84,1,HW,0.0022799,Low
15277408,1132.806,5,MS,1.00E-05,Very low
15277410,142.888,4,SR,1.00E-05,Very low
15277412,0.093,5,HW,1.00E-05,Very low
15277414,2.373,2,SC,0.00097902,Very low
15277416,7.335,3,SC,0.00013333,Very low
15277418,143.238,4,SR,1.00E-05,Very low
15277420,1278.267,5,MS,1.00E-05,Very low
15277422,2.417,1,SC,0.00640258,Moderate
15277424,1285.63,5,MS,1.00E-05,Very low
15277426,0.298,1,HW,0.00507402,Moderate
15277428,1.071,1,HW,0.00967779,Moderate
15277430,1.205,1,HW,0.01008205,Moderate
15277432,1286.66,5,MS,0.00065934,Very low
15277434,1.163,1,HW,0.0036465,Low
15277436,1287.833,5,MS,1.00E-05,Very low
15277438,1.669,1,HW,0.00214457,Low
15277440,1133.112,5,MS,1.00E-05,Very low
15277442,4.469,2,SC,0.00010526,Very low
15277444,6.998,2,SC,1.00E-05,Very low
15277446,1.443,2,HW,0.00526666,Moderate
15277452,1135.008,5,MS,1.00E-05,Very low
15277454,1.546,2,HW,0.00342059,Low
15277456,1296.367,5,MS,1.00E-05,Very low
15277458,9.553,3,SC,0.0003135,Very low
15277462,12.754,3,LC,0.00094878,Very low
15277464,0.579,1,HW,0.01060446,Moderate
15277470,0.44,1,HW,0.00875942,Moderate
15277472,7.728,2,SC,0.00300936,Low
15277474,1299.1,5,MS,0.00140071,Low
15277476,0.908,1,HW,0.01383667,Moderate
15277478,1,1,HW,0.01170221,Moderate
15277480,4.79,2,SC,0.00573304,Moderate
15277482,1306.926,5,MS,0.00097738,Very low
15277484,6.442,2,SC,0.00300682,Low
15277486,1.863,1,HW,0.00861277,Moderate
15277488,1.472,1,HW,0.00765145,Moderate
15277490,1.989,1,HW,0.01203827,Moderate
15277494,0.925,1,HW,0.01506524,Moderate
15277496,2.869,2,SC,0.00631344,Moderate
15277500,1.511,1,HW,0.01092584,Moderate
15277502,3.681,2,SC,0.00598434,Moderate
15277504,1.566,1,HW,1.00E-05,Very low
15277506,1.273,1,HW,0.00269841,Low
15277508,0.699,1,HW,0.01268789,Moderate
15277510,3.407,1,SC,0.00378109,Low
15277512,1.14,1,HW,0.00749307,Moderate
15277514,0.464,1,HW,0.01761053,Moderate
15277516,0.605,1,HW,0.01547244,Moderate
15277518,1.207,1,HW,0.01485854,Moderate
15277520,0.105,1,HW,0.02482394,Moderate High
15277522,3.015,1,SC,0.00828279,Moderate
15277648,0.059,1,HW,1.00E-05,Very low
15277650,142.158,4,SR,1.00E-05,Very low
15277652,7.887,2,SC,0.00022222,Very low
15279812,846.583,5,MS,1.00E-05,Very low
15279814,5.068,2,SC,0.00737556,Moderate
15279816,1042.467,5,MS,1.00E-05,Very low
15283392,1.719,1,HW,0.01122399,Moderate
15283394,0.569,1,HW,0.01025624,Moderate
15283396,2.306,2,SC,0.00763513,Moderate
15283398,2.317,2,SC,0.0053125,Moderate
15283400,1.106,1,HW,0.00946428,Moderate
15283402,4.055,2,SC,0.00441373,Low
15283404,6.389,1,SC,0.0084536,Moderate
15283406,10.514,2,LC,0.00793893,Moderate
15283412,2.479,1,SC,0.0113256,Moderate
15283414,1.146,1,HW,0.01134615,Moderate
15283416,4.368,2,SC,0.00676399,Moderate
15283418,18.316,2,LC,2.25E-05,Very low
15283420,1.175,1,HW,0.01131556,Moderate
15283422,1.008,1,HW,0.01529287,Moderate
15283424,6.001,2,SC,0.00285609,Low
15283426,7.637,2,SC,0.00455257,Low
15283428,0.499,1,HW,0.00523529,Moderate
15283430,0.959,1,HW,0.01088549,Moderate
15283432,2.093,2,SC,0.00381778,Low
15283434,0.743,1,HW,0.00950128,Moderate
15283436,0.677,1,HW,0.00800411,Moderate
15283440,3.827,2,SC,0.00389481,Low
15283442,1.672,1,HW,0.00815808,Moderate
15283444,4.058,1,SC,0.00347869,Low
15283446,6.973,2,SC,0.00275909,Low
15283448,6.477,2,SC,0.00220877,Low
15283450,1.254,1,HW,0.00817271,Moderate
15283452,2.386,2,SC,0.00275362,Low
15283454,4.941,2,SC,0.0048724,Low
15283456,3.475,1,SC,0.00528602,Moderate
15283458,0.944,1,HW,0.0099197,Moderate
15283460,0.646,1,HW,0.00880712,Moderate
15283462,18.933,3,LC,0.00367063,Low
15283464,20.191,3,LC,0.00058325,Very low
15283466,0.591,1,HW,0.00689336,Moderate
15283468,1.096,1,HW,0.00835194,Moderate
15283470,22.12,3,LC,0.00184418,Low
15283472,34.678,4,LC,0.0047482,Low
15283474,0.575,1,HW,0.0078998,Moderate
15283476,2.478,2,SC,0.00367058,Low
15283478,1.467,1,HW,0.00315789,Low
15283480,1.258,1,HW,0.01091336,Moderate
15283482,3.345,2,SC,0.00329983,Low
15283484,12.494,3,LC,0.00415536,Low
15283486,0.923,1,HW,0.00929836,Moderate
15283488,0.427,1,HW,0.00796632,Moderate
15283490,4.427,2,SC,0.00288413,Low
15283492,6.212,3,SC,0.00305274,Low
15283494,1.468,1,HW,0.00795299,Moderate
15283496,2.803,2,SC,0.0049868,Low
15283498,3.129,2,SC,0.0041274,Low
15283500,1.305,1,HW,0.00568989,Moderate
15283502,1.793,1,HW,0.01077368,Moderate
15283504,1.144,1,HW,0.01159695,Moderate
15283506,1.52,1,HW,0.00457241,Low
15283508,1.665,1,HW,0.00717948,Moderate
15283510,2.25,1,SC,0.01057288,Moderate
15283512,0.844,1,HW,0.00475083,Low
15283514,1.125,1,HW,0.00657142,Moderate
15283516,2.743,1,SC,0.00426877,Low
15283518,2.95,1,SC,0.00420056,Low
15283520,2.048,1,SC,0.00779755,Moderate
15283522,1.065,1,HW,0.00891693,Moderate
15283524,1.61,1,HW,0.00621262,Moderate
15283526,3.114,2,SC,0.00660714,Moderate
15283528,0.993,1,HW,0.01259748,Moderate
15283530,1.132,1,HW,0.00839873,Moderate
15283532,2.182,1,SC,0.0044941,Low
15283534,1.048,1,HW,0.00718503,Moderate
15283536,4.789,2,SC,0.00331081,Low
15283538,0.801,1,HW,0.01827363,Moderate
15283540,7.13,2,SC,0.00317073,Low
15283542,3.414,2,SC,0.00622448,Moderate
15283544,1.581,1,HW,0.00548422,Moderate
15283546,5.959,2,SC,0.00278801,Low
15283548,2.835,1,SC,0.00325431,Low
15283550,1.075,1,HW,0.00814747,Moderate
15283552,1.458,1,HW,0.01861764,Moderate
15283554,1.855,1,HW,0.00596977,Moderate
15283556,1.087,1,HW,0.00825988,Moderate
15283558,9.226,2,SC,0.00252764,Low
15283560,2.131,1,SC,0.00525866,Moderate
15283562,0.56,1,HW,1.00E-05,Very low
15283564,1.809,1,HW,0.00637207,Moderate
15283566,2.433,1,SC,0.01207774,Moderate
15283568,11.419,2,LC,0.00778225,Moderate
15283570,1.426,1,HW,0.00609786,Moderate
15283572,2.993,2,SC,0.00446208,Low
15283574,1.265,1,HW,0.00514896,Moderate
15283576,2.612,1,SC,0.0049786,Low
15283578,12.373,3,LC,0.00264142,Low
15283580,0.818,1,HW,0.01104033,Moderate
15283582,1.3,1,HW,0.00564069,Moderate
15283584,4.031,2,SC,0.00289389,Low
15283586,3.27,2,SC,0.00466111,Low
15283588,0.633,1,HW,0.00820191,Moderate
15283592,1.017,1,HW,0.01411699,Moderate
15283594,14.144,2,LC,0.0028496,Low
15283596,0.87,1,HW,0.00740106,Moderate
15283598,5.383,2,SC,0.00546485,Moderate
15283600,1.336,1,HW,0.00961216,Moderate
15283602,1.905,1,HW,0.00768933,Moderate
15283604,3.252,2,SC,0.00222929,Low
15283606,15.216,2,LC,0.00139726,Low
15283608,0,2,,0.03366666,Moderate High
15283610,0.812,1,HW,0.00906187,Moderate
15283612,4.705,2,SC,0.00369092,Low
15283614,0.599,1,HW,0.00479828,Low
15283616,13.492,3,LC,0.001942,Low
15283618,1.137,1,HW,0.00887652,Moderate
15283620,0.586,1,HW,0.00357913,Low
15283622,14.665,3,LC,0.00175799,Low
15283624,5.433,2,SC,0.00561818,Moderate
15283626,1.512,1,HW,0.00704797,Moderate
15283628,1.228,1,HW,0.01055916,Moderate
15283630,0.891,1,HW,0.01465151,Moderate
15283632,0.217,1,HW,0.01725663,Moderate
15283634,6.735,2,SC,0.00268624,Low
15283636,1.325,1,HW,0.00651062,Moderate
15283638,1.428,1,HW,0.01448005,Moderate
15283640,0.749,1,HW,0.00633468,Moderate
15283642,0.418,1,HW,0.02330275,Moderate High
15283644,21.164,3,LC,0.00261929,Low
15283646,0.886,1,HW,0.01127136,Moderate
15283648,8.26,2,SC,0.00066822,Very low
15283650,1.21,2,HW,0.00313333,Low
15283652,20.493,3,LC,0.00281228,Low
15283654,1.576,1,HW,0.00797096,Moderate
15283656,10.869,2,LC,0.0042978,Low
15283658,2.437,1,SC,0.00360034,Low
15283660,0.945,1,HW,0.00882427,Moderate
15283662,6.011,2,SC,0.00438001,Low
15283664,3.02,1,SC,0.00491044,Low
15283666,3.683,2,SC,0.00518837,Moderate
15283668,1.904,1,HW,0.00838956,Moderate
15283670,12.681,2,LC,1.00E-05,Very low
15283672,0.332,1,HW,0.0206007,Moderate High
15283676,0.462,1,HW,0.01372065,Moderate
15283678,6.96,2,SC,0.00383141,Low
15283680,22.827,3,LC,0.00052325,Very low
15283682,0.574,1,HW,0.00964705,Moderate
15283684,0.748,1,HW,0.00302232,Low
15283686,15.151,2,LC,0.00195037,Low
15283688,16.049,2,LC,0.00431578,Low
15283690,6.218,3,SC,0.00416206,Low
15283692,3.695,1,SC,0.0051151,Moderate
15283694,0.737,1,HW,0.00959276,Moderate
15283696,1.492,1,HW,0.00584719,Moderate
15283698,10.182,3,LC,0.00514824,Moderate
15283700,31.478,3,LC,0.00218396,Low
15283702,0.661,1,HW,0.00711079,Moderate
15283704,5.311,3,SC,0.00364653,Low
15283706,0.584,1,HW,0.01230992,Moderate
15283708,1.581,2,HW,0.0024232,Low
15283710,0.945,1,HW,0.01167081,Moderate
15283712,2.234,1,SC,0.00528348,Moderate
15283714,2.406,2,SC,0.00315143,Low
15283716,41.985,4,SR,0.00176666,Low
15283718,0.83,1,HW,0.00994295,Moderate
15283720,1.017,1,HW,0.01024976,Moderate
15283722,0.973,1,HW,0.006672,Moderate
15283724,2.904,2,SC,0.00447391,Low
15283726,0.617,1,HW,0.00798134,Moderate
15283728,1.649,1,HW,0.00732323,Moderate
15283730,43.69,4,SR,0.00072104,Very low
15283732,0.688,1,HW,0.01141374,Moderate
15283734,40.14,3,SR,0.00137559,Low
15283736,1.435,1,HW,0.01104092,Moderate
15283738,44.947,4,SR,1.00E-05,Very low
15283740,1.838,1,HW,0.00644936,Moderate
15283742,40.836,3,SR,0.00105633,Low
15283744,3.447,2,SC,0.008125,Moderate
15283746,47.276,4,SR,0.00037267,Very low
15283748,0.733,1,HW,0.00959587,Moderate
15283750,10.987,2,LC,0.00062218,Very low
15283752,0.529,1,HW,0.01017204,Moderate
15283754,1.249,1,HW,0.01009248,Moderate
15283756,48.205,4,SR,1.00E-05,Very low
15283758,0.738,1,HW,0.0073447,Moderate
15283760,49.017,4,SR,0.00101983,Low
15283762,5.711,2,SC,0.00302786,Low
15283764,0.764,1,HW,0.01088165,Moderate
15283766,55.218,4,SR,0.00208333,Low
15283768,0.641,1,HW,0.00835207,Moderate
15283770,44.523,3,SR,0.00026054,Very low
15283772,1.214,1,HW,0.00296863,Low
15283774,12.566,2,LC,0.00052083,Very low
15283776,0.3,1,HW,0.00747169,Moderate
15283778,4.229,2,SC,0.00442977,Low
15283780,28.577,2,LC,0.00098152,Very low
15283782,2.399,1,SC,0.00893054,Moderate
15283784,0.886,1,HW,0.00208776,Low
15283786,46.147,3,SR,0.00233739,Low
15283788,57.926,4,SR,0.00092691,Very low
15283790,0.201,1,HW,0.00780397,Moderate
15283792,13.088,2,LC,0.00333333,Low
15283794,0.8,1,HW,0.0073435,Moderate
15283796,1.636,1,HW,0.01010126,Moderate
15283798,58.168,4,SR,7.94E-05,Very low
15283800,13.905,2,LC,0.00079646,Very low
15283802,4.728,1,SC,0.00393408,Low
15283804,1.303,1,HW,0.00866666,Moderate
15283806,48.468,3,SR,1.00E-05,Very low
15283808,1.265,1,HW,0.00725371,Moderate
15283810,0.807,1,HW,0.00252646,Low
15283812,72.494,4,SR,0.00274228,Low
15283814,0.492,1,HW,0.0086101,Moderate
15283816,0.707,1,HW,0.00977037,Moderate
15283818,6.424,2,SC,0.00126293,Low
15283820,0.609,1,HW,0.00945417,Moderate
15283822,0.928,1,HW,0.0087897,Moderate
15283824,2.693,1,SC,0.00270893,Low
15283826,8.053,2,SC,0.00267776,Low
15283828,0.613,1,HW,0.0118406,Moderate
15283830,50.497,3,SR,0.00446555,Low
15283832,0.478,1,HW,0.0148319,Moderate
15283834,1.587,2,HW,0.00463519,Low
15283836,3.775,2,SC,0.00387096,Low
15283838,8.857,2,SC,0.00329629,Low
15283840,17.14,3,LC,0.0033284,Low
15283842,0.365,1,HW,0.00151306,Low
15283844,73.527,4,SR,1.00E-05,Very low
15283846,73.901,4,SR,0.0210606,Moderate High
15283848,1.484,1,HW,0.00370942,Low
15283850,0.911,1,HW,0.0017457,Low
15283852,34.758,3,LC,0.00131638,Low
15283854,28.008,3,LC,0.00240975,Low
15283856,75.392,4,SR,0.00537313,Moderate
15283858,0.738,1,HW,0.00956704,Moderate
15283860,0.94,1,HW,0.00914446,Moderate
15283862,1.381,2,HW,0.00195652,Low
15283864,15.193,3,LC,0.00060335,Very low
15283866,36.204,3,LC,0.00077399,Very low
15283868,5.408,1,SC,0.00412037,Low
15283870,0.636,1,HW,0.0106685,Moderate
15283872,103.557,4,SR,0.00144104,Low
15283874,0.948,1,HW,0.00803532,Moderate
15283876,2.414,1,SC,0.00448709,Low
15283878,41.849,3,SR,0.00134969,Low
15283880,6.655,3,SC,0.0037569,Low
15283882,5.398,2,SC,0.00329053,Low
15283884,12.867,3,LC,0.00330864,Low
15283886,4.959,2,SC,0.00439519,Low
15283888,1.722,1,HW,0.00572481,Moderate
15283890,2.574,1,SC,0.00512621,Moderate
15283892,1.44,1,HW,0.00624775,Moderate
15283894,0.239,1,HW,0.01444444,Moderate
15283896,2.532,2,SC,0.00230769,Low
15283898,109.665,4,SR,0.00076993,Very low
15283920,0.215,1,HW,0.01416452,Moderate
15283932,112.603,4,SR,0.00069486,Very low
15283934,52.501,3,SR,0.00055711,Very low
15283936,1.051,1,HW,0.00315055,Low
15283938,113.564,4,SR,0.00857677,Moderate
15283940,0.567,1,HW,0.00229108,Low
15283942,114.525,4,SR,0.00176119,Low
15283944,53.601,3,SR,0.0109465,Moderate
15283946,0.888,1,HW,0.01018264,Moderate
15283948,1.192,1,HW,0.0104292,Moderate
15283950,0.662,1,HW,0.00982456,Moderate
15283952,170.108,4,SR,0.00040883,Very low
15283954,2.145,1,SC,0.0084974,Moderate
15283956,0.604,1,HW,0.01412363,Moderate
15283960,0.939,1,HW,0.01383076,Moderate
15283962,3.445,2,SC,0.00281159,Low
15283980,9.579,2,SC,0.00197066,Low
15283982,1.647,1,HW,0.01365942,Moderate
15283984,1.458,1,HW,0.00799804,Moderate
15283986,1.952,1,HW,0.00530817,Moderate
15283988,13.554,3,LC,0.00281914,Low
15283994,23.582,3,LC,0.00181818,Low
15283996,4.096,1,SC,0.00458893,Low
15283998,8.04,2,SC,0.00257231,Low
15284006,2.362,1,SC,0.00344262,Low
15284008,0.858,1,HW,0.00168141,Low
15284010,1.185,1,HW,0.00604,Moderate
15284012,2.182,1,SC,0.00314325,Low
15284014,1.782,1,HW,0.0029885,Low
15284016,1.245,1,HW,0.0030147,Low
15284018,1.252,1,HW,0.00370026,Low
15284020,0.468,1,HW,0.00766101,Moderate
15284022,0.714,1,HW,0.00918367,Moderate
15284024,0.775,1,HW,0.0083086,Moderate
15284026,0.269,1,HW,0.01136585,Moderate
15284028,0.79,1,HW,0.00052023,Very low
15284306,0.937,1,HW,0.01596916,Moderate
15284308,2.275,2,SC,0.00947565,Moderate
15284310,3.449,1,SC,0.01189995,Moderate
15284312,1.073,1,HW,0.01605774,Moderate
15284314,6.823,2,SC,0.00557054,Moderate
15284316,3.269,1,SC,0.01536374,Moderate
15284318,5.312,2,SC,1.00E-05,Very low
15284320,1.13,1,HW,0.01715139,Moderate
15284322,1.008,1,HW,0.01131386,Moderate
15284324,4.632,1,SC,0.00619731,Moderate
15284326,0.602,1,HW,0.01578502,Moderate
15284328,2.238,1,SC,0.01319165,Moderate
15284330,0.909,1,HW,0.00927424,Moderate
15284332,1.7,1,HW,0.01011408,Moderate
15284334,0.987,1,HW,0.01670454,Moderate
15284336,6.711,2,SC,0.0067571,Moderate
15284338,5.679,2,SC,0.00390763,Low
15284340,1.117,1,HW,0.01897972,Moderate
15284342,1.531,1,HW,0.01066217,Moderate
15284344,2.998,2,SC,0.00472782,Low
15284346,0.889,1,HW,0.01614884,Moderate
15284348,1.762,1,HW,0.0121395,Moderate
15284350,4.347,2,SC,0.0024468,Low
15284352,1.679,1,HW,0.00990981,Moderate
15284354,7.561,2,SC,0.00412451,Low
15284356,4.226,2,SC,0.0164135,Moderate
15284358,7.35,2,SC,0.00331585,Low
15284360,3.522,1,SC,0.01355287,Moderate
15284362,5.265,2,SC,0.00580903,Moderate
15284364,1.886,1,HW,0.00313112,Low
15284366,2.358,1,SC,0.00816697,Moderate
15284368,10.512,2,LC,0.00353579,Low
15284370,4.244,2,SC,0.0056,Moderate
15284372,17.616,2,LC,0.00106122,Low
15284374,2.182,1,SC,0.00829769,Moderate
15284376,1.008,1,HW,0.02092134,Moderate High
15284378,2.281,1,SC,0.01590342,Moderate
15284380,9.312,2,SC,0.00578181,Moderate
15284382,2.1,1,SC,0.01151825,Moderate
15284384,4.349,2,SC,0.00640601,Moderate
15284386,1.64,1,HW,0.01602478,Moderate
15284388,3.76,1,SC,0.01131694,Moderate
15284390,3.575,2,SC,0.00854724,Moderate
15284392,3.211,1,SC,0.01231336,Moderate
15284394,1.149,1,HW,0.02402609,Moderate High
15284396,2.088,1,SC,0.01334519,Moderate
15284398,0.737,1,HW,0.01460296,Moderate
15284400,3.979,1,SC,0.00859806,Moderate
15284402,20.744,2,LC,0.00166545,Low
15284404,0.516,1,HW,0.0150218,Moderate
15284406,4.741,2,SC,0.00067961,Very low
15284408,5.327,2,SC,0.00329059,Low
15284410,0.976,1,HW,0.01290109,Moderate
15284412,16.254,3,LC,0.00268333,Low
15284414,7.463,2,SC,0.00359703,Low
15284416,20.443,3,LC,0.00127162,Low
15284418,1.323,1,HW,0.01369374,Moderate
15284420,5.642,2,SC,0.00904094,Moderate
15284422,19.195,3,LC,0.00342575,Low
15284424,24.873,3,LC,1.00E-05,Very low
15284426,17.219,3,LC,0.00292229,Low
15284428,1.782,1,HW,0.00838436,Moderate
15284430,0.647,1,HW,0.01925704,Moderate
15284432,24.136,3,LC,0.005936,Moderate
15284434,1.157,1,HW,0.01716606,Moderate
15284436,6.68,1,SC,0.00470444,Low
15284438,6.65,2,SC,0.00378273,Low
15284440,3.29,1,SC,0.00971964,Moderate
15284442,3.107,1,SC,0.00728781,Moderate
15284444,7.149,2,SC,0.00256621,Low
15284446,6.224,1,SC,0.00556728,Moderate
15284448,0.917,1,HW,0.01330838,Moderate
15284450,1.195,1,HW,0.00766323,Moderate
15284452,1.266,1,HW,0.0095953,Moderate
15284454,1.028,1,HW,0.01548436,Moderate
15284456,0.942,1,HW,0.01374241,Moderate
15284458,10.143,2,LC,0.00279346,Low
15284460,8.76,2,SC,1.00E-05,Very low
15284462,0.291,1,HW,1.00E-05,Very low
15284464,29.141,3,LC,0.007075,Moderate
15284466,25.204,2,LC,0.00375,Low
15284468,10.775,2,LC,0.00277108,Low
15284470,2.132,1,SC,0.01052276,Moderate
15284474,4.797,1,SC,0.0039962,Low
15284476,0.73,1,HW,0.01181159,Moderate
15284478,1.969,1,HW,0.01194029,Moderate
15284480,9.414,2,SC,0.0027439,Low
15284482,1.525,1,HW,0.00892002,Moderate
15284484,13.446,2,LC,0.00402366,Low
15284486,6.622,2,SC,0.00248004,Low
15284488,0.931,1,HW,0.01298885,Moderate
15284490,28.837,3,LC,1.00E-05,Very low
15284492,58.102,3,SR,1.00E-05,Very low
15284494,0.728,1,HW,0.01341288,Moderate
15284496,15.634,2,LC,0.00551075,Moderate
15284498,1.29,1,HW,0.00894224,Moderate
15284500,1.007,1,HW,0.00892857,Moderate
15284502,1.934,2,HW,0.0068595,Moderate
15284504,2.024,1,SC,0.01263515,Moderate
15284506,2.552,1,SC,0.01326472,Moderate
15284508,0.48,1,HW,0.01351195,Moderate
15284510,16.679,2,LC,0.00337527,Low
15284512,1.311,1,HW,0.00880787,Moderate
15284514,0.742,1,HW,0.01398914,Moderate
15284516,18,2,LC,1.00E-05,Very low
15284518,10.799,1,LC,0.00352307,Low
15284520,10.624,2,LC,0.00265393,Low
15284522,22.631,3,LC,0.00239715,Low
15284524,0.531,1,HW,0.01652246,Moderate
15284526,0.995,1,HW,0.00265175,Low
15284528,33.223,3,LC,1.00E-05,Very low
15284530,3.039,1,SC,0.01027017,Moderate
15284532,0.682,1,HW,0.01466383,Moderate
15284534,11.206,1,LC,0.00215864,Low
15284536,11.281,1,LC,1.00E-05,Very low
15284538,0,1,,0.0103125,Moderate
15284540,13.67,1,LC,1.00E-05,Very low
15284542,0.11,1,HW,1.00E-05,Very low
15284544,13.663,1,LC,1.00E-05,Very low
15284546,13.792,1,LC,0.00028985,Very low
15284548,14.567,2,LC,0.00342174,Low
15284550,252.198,4,MR,0.02205128,Moderate High
15284552,13.86,1,LC,1.00E-05,Very low
15284554,0.017,1,HW,1.00E-05,Very low
15284556,0.052,1,HW,0.00026666,Very low
15284558,13.891,1,LC,0.00120481,Low
15284560,0,1,,0.00087719,Very low
15284562,190.002,4,SR,0.00103296,Low
15284564,13.93,1,LC,1.00E-05,Very low
15284566,44.332,3,SR,0.01880952,Moderate
15284568,13.987,1,LC,0.00289752,Low
15284570,0.04,1,HW,1.00E-05,Very low
15284572,152.43,4,SR,0.00556886,Moderate
15284574,1.39,1,HW,0.00072492,Very low
15284576,41.97,3,SR,0.03209302,Moderate High
15284578,9.669,2,SC,1.00E-05,Very low
15284580,1.769,1,HW,0.00721223,Moderate
15284582,81.496,3,SR,1.00E-05,Very low
15284584,144.689,4,SR,0.00188473,Low
15284586,143.335,4,SR,1.00E-05,Very low
15284588,140.372,4,SR,1.00E-05,Very low
15284590,0.158,4,HW,0.00118927,Low
15284592,5.422,2,SC,0.00857338,Moderate
15284594,7.724,1,SC,0.00157836,Low
15284596,2.572,1,SC,0.0127092,Moderate
15284598,137.652,4,SR,0.00137978,Low
15284600,0.676,1,HW,0.01421507,Moderate
15284602,30.237,3,LC,0.00257988,Low
15284604,2.217,4,SC,1.00E-05,Very low
15284606,1.11,4,HW,0.0009406,Very low
15284608,0.781,1,HW,0.00226595,Low
15284610,5.952,2,SC,1.00E-05,Very low
15284612,2.863,2,SC,1.00E-05,Very low
